No.,Post Survey End Time,1. What was more important for you to do?,"2. Please evaluate the following statements based on your true situation. There is no correct answer to this question, and your response does not affect your eligibility in this study
(1：Very inattentive／2：Inattentive ／3：Somewhat inattentive ／4： Neutral／5： Somewhat attentive ／6： Attentive／7： Very attentive)",,,,1. Do you feel you sometimes misreport your health (even slightly) to doctors?,,"2-1. When answering the dietary behavior using the slider, did you notice anything about how it felt to use it?",2-2. Did the way it worked change how you thought about your answers at all? ,"3. When you think about improving your own health, what motivates you more — the good things you could gain, or the bad things you want to avoid? Can you give an example?",4. Is there anything else you would like to tell us that has not been discussed yet?,uid,condition,Duration,,,Duration,,,,,,,,
357,2026-07-13 16:43:06,7,1,1,6,7,1,,Hard to operate.,Yes.,Positive — it can improve quality of life.,no,4932d1a3-6b00-40c0-a060-090b2919bfae,woEO-woRAM,7.03,,,,,,,,,,,
358,2026-07-13 20:53:14,2,6,6,6,6,1,,Not very smooth.,No.,Positive.,No,21fb3a71-0928-4b0c-9e10-ca4399269774,wEO-woRAM,14.63,,,,,,,,,,,
359,2026-07-13 16:41:37,1,5,5,5,5,1,,"A bit hard to move, and I wasn't sure of the order.",It didn't affect me.,"Clean eating makes the body feel lighter and avoids raising inflammation, which then improves many unexplained physical issues.",No,e68e9ba4-1e70-441d-9ce6-7726dce2cc32,wEO-woRAM,7.38,,,,,,,,,,,
360,2026-07-16 17:01:26,2,7,7,7,7,1,,No,No,Avoiding negative outcomes.,No,fa7b2e0d-56ab-4573-8c8c-0023970ec9f2,woEO-woRAM,7.95,,,,,,,,,,,
361,2026-07-20 9:30:16,6,6,6,6,6,1,,No,No,Gaining vitality and losing weight.,No,2b81b957-4eff-4b7b-abbc-5455fb54ff09,woEO-woRAM,9.22,,,,,,,,,,,
362,2026-07-13 21:29:25,5,6,6,6,6,1,,,,,,d71fd3ca-60f6-4977-bf1e-1a72b67e3991,wEO-woRAM,149.28,,,,,,,,,,,
363,2026-07-18 9:08:23,7,5,6,6,6,1,,No,No,Reducing feelings of discomfort.,No,c2bba211-ea56-4371-a8fa-3a8a6673cb22,wEO-wRAM,26.68,,,,,,,,,,,
364,2026-07-21 21:43:13,5,6,6,6,6,1,,No,So-so.,Improving health.,No,e2857107-e4fd-4dd1-96fa-582e26d7a246,woEO-woRAM,7.82,,,,,,,,,,,
365,2026-07-13 18:05:00,2,7,7,7,7,1,,Very clear.,No.,It's nice when the health score improves.,No,4932e7d3-69a8-4f2e-9349-0c2851319108,wEO-wRAM,25.47,,,,,,,,,,,
366,2026-07-21 16:28:24,5,5,5,5,5,1,,,,,,12164a33-76d7-49b8-8675-0725f49585a1,wEO-woRAM,7.95,,,,,,,,,,,
367,2026-07-22 22:38:56,4,7,7,7,7,1,,"My mouse isn't good, so using the slider was sometimes a bit difficult.",No,"Gaining positive outcomes — for example, compared with people of the same age, having better mobility and reflexes.",No,eb9e0b09-a0da-486e-99d1-bc43eb7a31b9,woEO-wRAM,21.97,,,,,,,,,,,
368,2026-07-13 16:38:48,1,6,5,5,5,1,,I confirmed my answer again and might have adjusted it.,Yes.,"For example, if I successfully meet a goal, there could be a reward.",You can adjust phased goals based on physiological needs or daily routine.,bff46507-c1e9-4fbd-ad51-57518c6b4283,woEO-wRAM,11.62,,,,,,,,,,,
369,2026-07-13 16:10:06,5,3,3,3,3,1,,,,,,3d7aa4c0-f79e-4d3f-b9a1-fbbfbb4ef146,wEO-woRAM,7.25,,,,,,,,,,,
370,2026-07-18 23:09:59,7,6,6,6,6,1,,No,Somewhat.,Avoiding negative outcomes — hoping to stay healthy.,No,d91dc139-3970-4277-859f-c7ca49ddfed5,woEO-woRAM,8.52,,,,,,,,,,,
371,2026-07-13 20:24:34,6,5,6,3,5,1,,You can't click directly on a position.,A bit annoying because you can't click directly.,Avoiding getting sick.,No,ca482dbc-b76c-492c-ae8c-bb3a41af0659,wEO-wRAM,7.07,,,,,,,,,,,
372,2026-07-14 13:48:08,3,6,5,5,6,1,,Using position to indicate the degree of agreement — not seeing a score or text — makes you less biased.,"Since I didn't need to give an extreme answer, answering was faster.",Gaining vitality and physical fitness.,,24fad7bc-0a41-4054-8bfa-cac7dd23ac23,woEO-woRAM,137.52,,,,,,,,,,,
373,2026-07-22 23:14:35,5,3,5,5,5,1,,No,No,Improving body shape.,No,9c0deda8-826b-4439-9094-0b86737e1278,wEO-woRAM,9.97,,,,,,,,,,,
374,2026-07-22 13:48:54,4,5,5,5,5,1,,A bit hard to use.,No,Gaining positive outcomes.,No,a641a480-a8b8-41ea-87af-45794168e88a,woEO-woRAM,8.25,,,,,,,,,,,
375,2026-07-13 16:22:53,7,6,6,6,6,1,,No,No.,Gaining positive outcomes.,No,4ab348eb-6dd2-4d07-8e21-35b0137cf957,woEO-woRAM,8.02,,,,,,,,,,,
376,2026-07-16 21:02:29,2,4,5,6,6,1,,No,No.,Vitality.,No,f36b3841-dfab-46c4-b318-218f57931ca4,woEO-wRAM,6.70,,,,,,,,,,,
377,2026-07-13 16:23:47,7,6,6,6,6,1,,It was hard to drag.,No,Improved health condition — normal numbers on the check-up report.,No,51026835-07f3-4005-8ebf-2e495d8c8fec,woEO-wRAM,9.03,,,,,,,,,,,
378,2026-07-21 23:56:42,3,5,5,5,5,1,,No,Yes.,Boosting immunity.,No,0c047d7a-0c99-461b-bcef-c44a087e30d4,wEO-woRAM,89.02,,,,,,,,,,,
379,2026-07-13 16:29:48,7,5,7,6,6,1,,Not very easy to operate.,No.,"Gaining positive outcomes — more vitality, looking younger, no backaches.",No,396713ff-9ff1-40e9-89b8-c8e353de51b3,wEO-wRAM,18.08,,,,,,,,,,,
380,2026-07-21 17:52:19,7,6,6,6,6,1,,A bit troublesome.,No,Gaining positive outcomes — giving me motivation.,None for now.,9eadac61-9f21-4483-b0c1-1bae16dcfcad,wEO-woRAM,9.80,,,,,,,,,,,
381,2026-07-14 11:20:13,5,6,6,6,6,2,"Sometimes I forget the information because too much time has passed, so I can only provide an approximate answer.","While moving the slider, no number was shown, which might make it feel less constrained.",No.,Avoiding negative outcomes.,No,955c31fd-8b1a-4af0-87e9-65821b865703,woEO-wRAM,20.05,,,,,,,,,,,
382,2026-07-21 22:02:14,1,6,6,6,6,1,,No,No,Being able to improve one's physical condition.,No,dadaeb68-3c43-4ec8-8891-0e52a14d979a,wEO-woRAM,80.92,,,,,,,,,,,
383,2026-07-13 17:58:06,3,5,6,6,6,1,,Not intuitive enough.,"Yes, it did.",Gaining vitality.,,b2410a08-b9e4-41ed-a4a5-eb9e796283ab,wEO-wRAM,8.87,,,,,,,,,,,
384,2026-07-16 18:08:52,7,7,7,7,7,1,,I wasn't familiar with sliding at first.,No.,Gaining vitality through exercise.,None for now.,462e93ba-ba72-441f-ae54-b079ce2d43a4,woEO-woRAM,11.95,,,,,,,,,,,
385,2026-07-13 17:10:33,1,7,7,7,7,1,,,,,,c19918b8-3d04-4f4f-a39d-68e7b5f76a15,woEO-woRAM,7.78,,,,,,,,,,,
386,2026-07-14 11:22:13,6,7,6,7,7,1,,,,,,9c7d196f-f5c4-4a9e-ac5f-f95655c13e14,woEO-woRAM,7.18,,,,,,,,,,,
387,2026-07-17 18:40:49,1,6,7,6,6,1,,Free and easy.,No.,Being physically healthy.,No.,902ccb16-ac85-45fc-9e4e-a9fa61af77fc,woEO-woRAM,10.20,,,,,,,,,,,
388,2026-07-16 21:50:48,7,6,7,7,6,1,,No,No,Positive improvement — improving health.,No,57232e68-8849-467d-9b19-f0dabcd76f6d,wEO-woRAM,25.47,,,,,,,,,,,
389,2026-07-13 16:20:51,1,7,7,7,7,1,,"It didn't slide very smoothly, and you couldn't click directly on a position.",No,Improving health and improving my physical condition.,No,8573b0d3-6c0a-453c-911d-b1965f797ca0,woEO-wRAM,9.12,,,,,,,,,,,
390,2026-07-13 16:16:47,6,5,5,5,5,2,Forgot to mention certain details.,A bit troublesome.,It was okay — didn't affect me much.,"Getting sick — for example, if diagnosed with diabetes, I'd control my carbs.",No,1a914aed-1433-496f-9267-1b4f7e9822af,woEO-woRAM,7.37,,,,,,,,,,,
391,2026-07-13 18:47:12,5,5,5,5,6,1,,No,A little.,Environment and money.,No,8e684cd1-8219-4f05-914f-76d6cf1cffa2,wEO-wRAM,16.47,,,,,,,,,,,
392,2026-07-16 18:06:30,3,7,7,6,6,1,,No,"Yes — compared to a 5-point Likert scale, it allowed for more nuanced analysis of feelings.",Gaining positive outcomes — such as external changes like a well-proportioned figure and looking energetic.,No,19c4674e-4a2b-4cb3-ab0a-d55080e22e51,wEO-woRAM,14.62,,,,,,,,,,,
393,2026-07-21 16:55:01,7,5,5,5,5,1,,It was okay.,No.,Positive — improving health.,No,79b1dea2-6413-410e-a163-3d466dc831c6,woEO-woRAM,30.43,,,,,,,,,,,
394,2026-07-13 18:14:32,6,6,5,5,5,1,,No,It made me pause and seriously consider which side really expressed what I meant.,"Avoiding negative outcomes — I don't exercise much but I do control my weight, so I hope for some dietary methods to keep my body from getting worse.",No,10c6a391-da88-487d-a5f5-bc25a21293cb,wEO-woRAM,50.98,,,,,,,,,,,
395,2026-07-18 12:44:33,2,4,6,5,5,1,,No,No,"Reducing unexplained pain, staying happy in the long term, and having good sleep quality can drive me to improve my health.",No,028a0a1a-d6d9-4d71-9ae6-a22d6d508bb4,wEO-woRAM,13.18,,,,,,,,,,,
396,2026-07-21 16:48:53,6,6,6,6,6,1,,The slider was hard to operate.,"Yes, because I had to drag it repeatedly.",Gaining positive outcomes — looking great every day.,"Young people have appearance anxiety, and older people have serious health anxiety.",28fb92d2-8ed7-4b8b-a3dc-2b71adb6a932,woEO-woRAM,12.25,,,,,,,,,,,
397,2026-07-22 8:32:53,7,5,5,5,5,2,Difficulty explaining it clearly.,Hard to control.,"Yes — when it wasn't smooth to move, I'd settle for whatever position it was at.","Illness / cancer / high blood pressure, blood sugar, and cholesterol.",Emotional or mental health aspects.,f4b0b30b-d40b-4461-baf6-78c44cfe418b,woEO-woRAM,13.63,,,,,,,,,,,
398,2026-07-13 16:36:34,2,6,6,6,6,2,Worried that a low score would make the doctor think that I have poor health.,No,"The slider let me answer more honestly — since things are often ambiguous, I could move it to whatever position felt right.","Avoiding negative outcomes — such as gout, being overweight affecting appearance, hypertension, and diabetes.",No,e264bcc0-e0d0-4679-8aa7-b2a79739fcc0,wEO-wRAM,31.67,,,,,,,,,,,
399,2026-07-21 18:26:07,7,6,3,6,6,1,,Very focused.,"Yes, it did.",Age and physical strength.,,d24e975a-523c-40f5-a642-80feb7c88871,wEO-woRAM,13.73,,,,,,,,,,,
400,2026-07-15 20:26:26,4,3,5,5,5,1,,No,Yes.,Could still be better.,No,a4a08bca-386a-46fa-b7f2-283a8804be02,woEO-wRAM,7.50,,,,,,,,,,,
401,2026-07-22 10:42:04,2,6,6,6,6,1,,"More troublesome — after dragging, you still have to click to confirm.",No,Avoiding negative outcomes — avoiding illness reduces doctor visits.,No,aaa49c7f-1f9c-4e57-836a-080b792e250c,woEO-wRAM,43.25,,,,,,,,,,,
402,2026-07-16 18:36:06,5,5,4,4,5,1,,No,A little.,Effective weight loss.,No,b8fe8169-94e9-4245-85b6-975b967cd6c8,woEO-woRAM,10.80,,,,,,,,,,,
403,2026-07-17 13:49:57,7,3,3,4,4,1,,Troublesome.,No,Positive.,No,0a7c8c77-1fd1-442f-aca8-0449390b9052,woEO-woRAM,12.82,,,,,,,,,,,
404,2026-07-13 16:32:22,7,7,6,6,6,1,,No particular feeling.,No,Hoping to gain positive outcomes.,No,b04cbba7-3c10-4461-bf3c-8f53fe7b7ce0,woEO-wRAM,11.82,,,,,,,,,,,
405,2026-07-13 16:14:29,3,7,7,7,7,1,,No,No,Making my body healthier.,No,d2b97b22-59c7-4471-9d22-79fb1d7a18c3,woEO-woRAM,7.35,,,,,,,,,,,
406,2026-07-13 23:33:41,6,2,6,5,6,1,,"Hard to drag, and you still have to confirm.",It took more thinking time — there was a visible ruler.,Gaining positive outcomes — like building muscle — feels more tangible and intuitive.,No,1cc527f2-6178-48a9-b69f-7b58bf283d69,woEO-wRAM,15.07,,,,,,,,,,,
407,2026-07-13 16:43:21,2,6,6,6,6,1,,No,No,Gaining positive outcomes.,No,037b5b1a-6596-415d-9860-cfe1ce971b96,woEO-woRAM,7.90,,,,,,,,,,,
408,2026-07-16 20:30:58,6,6,6,6,6,1,,No,No,Doctors' medical instructions.,No,bb0d3b5e-a6c9-455a-b381-a9e4a37be019,wEO-woRAM,13.40,,,,,,,,,,,
409,2026-07-22 15:13:19,4,6,6,6,6,1,,No,No,No,No,e60188ed-cf8d-416d-a18b-8d568153c18b,wEO-wRAM,7.08,,,,,,,,,,,
410,2026-07-17 8:33:51,4,6,6,7,7,1,,No,No.,Improving health.,No,8140fde1-8c2c-4b69-83c5-d1d0c7abfe15,woEO-wRAM,8.28,,,,,,,,,,,
411,2026-07-21 16:34:43,6,6,6,6,6,1,,no,no,Avoiding negative outcomes.,,11024d4c-7914-4623-9982-32f359274d81,woEO-wRAM,8.23,,,,,,,,,,,
412,2026-07-14 16:36:48,5,6,6,6,6,1,,No,No,Avoiding negative outcomes.,No,57d1e349-a2c0-4a69-af56-265f5bcabccc,woEO-wRAM,9.47,,,,,,,,,,,
413,2026-07-20 22:17:29,5,5,5,5,6,1,,No numeric values.,More relative.,Gaining positive outcomes.,,9851efaf-5bbe-40f8-921d-035977c9f9b3,woEO-woRAM,9.27,,,,,,,,,,,
414,2026-07-22 9:54:12,3,3,5,5,5,2,"I did not write it down beforehand, so I may unintentionally forget some details during the conversation.",Hard to drag; I wanted to click instead — some surveys' sliders let you click.,Yes.,"Gaining positive outcomes — good spirits, stable emotions, better looks, better skin, clearer thinking.",No,2004c444-6545-418b-958d-59b082579446,wEO-wRAM,13.53,,,,,,,,,,,
415,2026-07-23 9:39:16,6,5,5,5,4,1,,No,No,No,No,00d20154-e125-4fbb-972d-cead5466a7ae,wEO-woRAM,8.87,,,,,,,,,,,
416,2026-07-13 17:59:53,4,5,5,5,5,1,,It was hard to control with a mouse.,"Yes, it did.",Being able to create a happy mood in daily life.,Daily exercise.,13cd5374-061b-40ce-ba37-8670f9ad7176,woEO-woRAM,16.22,,,,,,,,,,,
417,2026-07-16 17:51:26,6,6,6,6,5,1,,Yes.,Yes.,,,8fbb6892-f5d4-4fb4-ae96-dc96a6a41ed2,woEO-woRAM,13.88,,,,,,,,,,,
418,2026-07-22 9:27:11,2,6,7,6,6,1,,Different from how I've usually answered surveys — I had to be more careful.,No.,Controlling blood sugar to avoid the side effects of diabetes.,No,d96c1ac6-345b-4d21-9865-1e1227e2ef51,wEO-woRAM,17.58,,,,,,,,,,,
419,2026-07-22 8:26:45,5,4,6,6,6,1,,,Yes — there was no clear percentage.,,,692591ff-07ad-426b-9c4e-977d23c919d0,woEO-woRAM,8.15,,,,,,,,,,,
420,2026-07-13 16:46:14,5,5,5,6,6,2,When I experience memory confusion.,The slider was a bit hard to operate.,"It was okay, just a bit hard to operate.",The motivation from gaining positive outcomes is stronger.,Can't think of any at the moment.,1ef3a2db-3e4b-4d91-a82c-e8b852f868f0,woEO-wRAM,8.05,,,,,,,,,,,
421,2026-07-17 3:47:53,5,5,6,6,6,1,,"It's convenient compared to picking a score, but the slider has positioning limits, so answers can't be more precise.",No.,Gaining positive outcomes (maintaining physical health).,None.,17f71d89-b158-43f1-8635-4f434ab0b33b,wEO-wRAM,19.42,,,,,,,,,,,
422,2026-07-17 8:01:02,4,6,6,6,5,1,,Yes.,No,Gaining positive outcomes.,No,ad4bae07-7f98-4948-acb8-7d394620bbde,woEO-woRAM,23.80,,,,,,,,,,,
423,2026-07-13 16:26:58,4,6,6,5,7,1,,Yes.,Yes.,No,No,bd50043f-76ed-4c11-b632-836153832649,wEO-wRAM,12.52,,,,,,,,,,,
424,2026-07-22 21:19:53,1,6,6,6,6,1,,Quite unique.,No.,Gaining positive outcomes.,No,4219f04e-3e56-49e1-8545-4ba8899edae7,wEO-wRAM,30.47,,,,,,,,,,,
425,2026-07-21 16:19:36,5,4,6,6,6,1,,No,"Yes, it affected me.",Becoming healthier.,No,e5584f0b-ca84-42b5-bc75-93e734d59030,woEO-woRAM,12.58,,,,,,,,,,,
426,2026-07-14 14:57:43,4,7,7,7,7,1,,No,No,Improving health information.,No,1d9263b0-55b0-4401-92ff-f41842fd51a6,wEO-woRAM,12.38,,,,,,,,,,,
427,2026-07-14 21:19:24,4,4,5,4,4,1,,,No.,,,9e2dcfe1-a653-448c-8d5c-29ca8252039d,wEO-woRAM,23.83,,,,,,,,,,,
428,2026-07-21 16:10:00,4,3,4,5,5,1,,No,No,No,No,9cf1598a-0b3c-4691-8920-581b98649bf7,woEO-wRAM,7.53,,,,,,,,,,,
429,2026-07-13 18:59:46,2,6,7,6,7,1,,No,No,Exercise and a healthy diet.,No,20cea5ee-bcae-4556-a288-e07819df5bff,wEO-woRAM,19.92,,,,,,,,,,,
430,2026-07-13 20:43:30,3,7,7,7,7,1,,No,No,No,No,e426702c-388e-4838-ad2b-276812b84b49,woEO-wRAM,17.65,,,,,,,,,,,
431,2026-07-19 21:49:17,7,6,6,6,6,1,,,,,,d2ccc9b3-d67b-4529-b61c-76ab6e5d7fa9,wEO-woRAM,7.37,,,,,,,,,,,
432,2026-07-13 16:17:25,5,2,3,4,5,1,,No,No,No,No,240292a2-75f5-464c-932b-4447045d3ea0,woEO-woRAM,7.80,,,,,,,,,,,
433,2026-07-21 21:00:15,4,5,5,5,5,1,,No,No,No,No,ae39829b-e523-4b21-887f-1ecf593193ca,wEO-wRAM,9.28,,,,,,,,,,,
434,2026-07-13 16:11:51,6,6,6,6,5,1,,There should be numbers marked.,No,Positive outcomes.,No,a6d2c7fc-589f-46aa-885e-7374afa40e58,woEO-woRAM,7.17,,,,,,,,,,,
435,2026-07-21 16:32:50,3,6,6,6,7,2,"I may slightly want to make my situation appear better (e.g., reporting that I ate junk food for fewer days than I actually did).","The answer didn't show a level of agreement, so I decided the position mostly by feel.",I felt there was more likely a middle value.,"Avoiding negative outcomes — I don't want chronic illness, and thinking about the pain of it makes me feel I should improve my habits.",I couldn't tell how choosing a doctor type affected my answers or scoring.,a44366d3-7b71-4b81-a010-83b3bd142090,wEO-woRAM,18.03,,,,,,,,,,,
436,2026-07-14 9:54:50,3,7,7,7,7,1,,No,No,No,No,2adc898f-b50f-4565-8c44-5e74d5d13198,woEO-woRAM,23.22,,,,,,,,,,,
437,2026-07-13 16:30:18,5,6,6,6,6,1,,Yes.,No,Avoiding negative outcomes.,No,ce8bf169-6ba7-4aae-baf9-4507d1f27b31,wEO-wRAM,16.63,,,,,,,,,,,
438,2026-07-17 7:43:48,5,5,5,5,5,1,,Yes.,Yes.,Dietary improvement.,No,4ce51d0e-c482-4c14-a23e-5b936b388877,woEO-wRAM,22.90,,,,,,,,,,,
439,2026-07-22 15:43:02,7,7,7,7,7,1,,No,No,Improving health and avoiding disease.,,915541f0-84a1-4fc9-b015-84086e670420,wEO-woRAM,8.65,,,,,,,,,,,
440,2026-07-13 16:11:53,5,6,6,6,6,1,,No,No,"Avoiding negative outcomes — negative impacts motivate me more to improve. For example, seeing the inconvenience overweight people face makes me pay more attention to health.",No,fdaa3615-b1cc-4efd-a707-8a71c5aba17b,woEO-woRAM,7.63,,,,,,,,,,,
441,2026-07-22 0:35:15,6,4,5,5,5,1,,I found that this way of operating didn't allow picking a perfectly centered option.,"When I couldn't pick a neutral option, I tended to lean toward a more extreme answer.","Gaining positive incentives — for example, a lighter body shape!","None for now, thank you.",43e2898c-c9f5-46f7-b21e-005595eb8de4,woEO-wRAM,23.82,,,,,,,,,,,
442,2026-07-13 16:33:33,7,5,5,6,5,1,,No,A bit hard to click.,Improving health.,No,7bed7fb9-09bc-4d87-bc6e-24142b5da460,wEO-wRAM,8.57,,,,,,,,,,,
443,2026-07-21 16:26:51,6,5,6,6,6,1,,Might hold different standard for each question,"Yes — because there was no scale of measurement, I thought about it more.","Avoiding negative outcomes (like getting sick or a decline in health) — I get sick often, so a period of getting sick less makes me feel I've become healthier.",No,a725cc68-62c6-4043-af52-a096f78b3917,wEO-wRAM,10.37,,,,,,,,,,,
444,2026-07-14 8:18:56,1,5,5,5,5,1,,More intuitive.,More intuitive.,"Improving health, and gaining stamina to not feel tired.",No,c0a9500e-24f0-450f-9017-92011a6a3fda,woEO-woRAM,10.67,,,,,,,,,,,
445,2026-07-13 18:40:32,4,6,6,7,7,1,,No,No,Control over food preferences.,None at the moment.,cf879c39-eb0c-479a-a2b7-ea939a3fbada,woEO-wRAM,16.03,,,,,,,,,,,
446,2026-07-13 17:39:59,2,6,6,6,6,1,,"Compared with a text 'Yes'/'No', answering with a slider feels more subtle.",No,Negative examples motivate me more to improve health — like the serious consequences of fatty liver. Seeing real cases makes me more afraid.,No,e5b076ef-5188-4e86-95e6-510aab449066,woEO-wRAM,11.10,,,,,,,,,,,
447,2026-07-17 11:03:49,4,7,7,7,7,1,,,,,,d3937a6f-41ba-4811-9efe-3ad6192146f1,woEO-wRAM,8.38,,,,,,,,,,,
448,2026-07-13 16:41:05,4,7,7,7,7,1,,No,No,Avoiding negative outcomes — I don't want to suffer the discomfort brought by illness.,No,be246ae2-42c0-4eab-8c84-54bc6c331a5d,wEO-wRAM,8.52,,,,,,,,,,,
449,2026-07-13 17:17:00,4,5,5,5,5,2,Sometimes I forget details or recall information inaccurately.,"Without clear tick marks, it's harder to answer.","Without clear tick marks, it's harder to answer.",Relieving discomfort.,No,29d227cd-1a21-4dbe-87fa-a45fd21c8897,woEO-woRAM,49.58,,,,,,,,,,,
450,2026-07-13 18:36:37,4,5,6,6,5,1,,No,No,No improvement.,No,c2eb1fc2-58d3-45cb-9752-8b2541e852c4,woEO-wRAM,7.63,,,,,,,,,,,
451,2026-07-18 1:55:40,6,6,7,7,6,1,,Overall not smooth enough — it felt laggy.,No,"Gaining positive outcomes — like eating fruits and vegetables daily to improve gut motility, rather than framing it as reducing constipation risk.",I hope for more scenario-based questions.,96f32580-1283-4e89-83e2-85b67770f10a,wEO-woRAM,8.53,,,,,,,,,,,
452,2026-07-21 16:18:27,7,6,6,6,6,1,,No,No,Improving health.,No,8c347e65-c075-4132-baf9-addbfdc265c8,woEO-wRAM,11.35,,,,,,,,,,,
453,2026-07-23 0:10:26,4,5,5,5,5,1,,It was hard to slide.,No,,,ca4384dd-01d1-4384-b518-ac285df9d979,wEO-woRAM,8.72,,,,,,,,,,,
454,2026-07-17 18:41:23,4,6,6,6,6,1,,No,No,No,No,7d7b4379-54e1-4177-9f0a-e5afffa761b5,woEO-wRAM,7.73,,,,,,,,,,,
455,2026-07-21 22:01:07,7,6,6,6,6,1,,Using the slider for the first time felt like setting an alarm clock — you have to gauge the marks yourself.,Yes — I would think a bit more before answering.,How convenient the environment is.,,282e17db-a4f0-4e1b-8119-57743b861c08,wEO-woRAM,25.78,,,,,,,,,,,
456,2026-07-20 1:06:25,6,5,6,6,6,1,,No,No.,Improving health.,No,d25b8e05-3937-43fd-8505-e3db3b0fb055,woEO-wRAM,21.62,,,,,,,,,,,
457,2026-07-15 23:09:42,3,5,6,5,5,1,,No,No,Avoiding the onset of disease.,No,3dfd217a-7f90-4109-b093-7ac114727f22,wEO-wRAM,9.40,,,,,,,,,,,
458,2026-07-18 13:14:07,1,6,6,7,7,1,,No,No,No,No,972caa08-8db8-4b7c-945f-8253be0150c9,wEO-wRAM,8.40,,,,,,,,,,,
459,2026-07-22 9:45:37,1,6,6,6,6,1,,No,No,When I get sick.,No,64806914-b82e-482f-80ef-31ab4eb913db,wEO-woRAM,104.98,,,,,,,,,,,
460,2026-07-13 16:46:28,2,6,6,6,6,1,,No,No.,Positive outcomes — pain notably improved.,No,5c311063-b31b-4580-9940-0f9c08e49942,woEO-woRAM,13.48,,,,,,,,,,,
461,2026-07-21 17:30:06,5,6,6,6,6,1,,No,No,Choosing nutritious meals and setting time for exercise.,No,df7f9d87-fadf-4470-bdf6-8364bf6b08b0,woEO-wRAM,14.40,,,,,,,,,,,
462,2026-07-13 22:46:22,7,6,6,6,6,1,,No,No,Gaining positive outcomes — maintaining a healthy body shape.,No,65d8f678-f98a-45a3-a318-a7ecc01e72cf,woEO-wRAM,43.62,,,,,,,,,,,
463,2026-07-13 17:48:13,4,4,4,4,4,,,No,No,Health.,No,08471ad8-cf33-4d58-a9cf-b1625e1d30e7,woEO-woRAM,7.13,,,,,,,,,,,
464,2026-07-21 22:14:20,3,5,5,5,5,1,,Inconvenient.,No.,Improving health and restoring vitality.,Maintaining a healthy lifestyle.,b16a1718-c315-4e79-aded-9fefadf4bd3c,wEO-woRAM,43.78,,,,,,,,,,,
465,2026-07-22 22:53:19,7,6,6,7,6,1,,No.,No.,Diet.,No.,18262b1e-acc7-4d36-a884-988ad191849a,woEO-wRAM,8.15,,,,,,,,,,,
466,2026-07-17 10:18:17,2,5,6,6,6,1,,No,No,No,No,e29cbb29-0a69-4606-bbe4-d9eed8253c21,woEO-woRAM,40.07,,,,,,,,,,,
467,2026-07-23 10:13:56,7,7,7,7,7,1,,"A bit laggy, but acceptable.","No, but having concrete options (like 1–5) would make it easier to choose.","I think both have a big influence — I exercise hoping to stay healthy, and I also want to avoid obesity.","The slider score is 1–9, but the question is about 1 week — I suggest matching it to the actual number of days.",b6454003-cf5f-47ca-9b30-3a890c0b4c64,wEO-wRAM,7.88,,,,,,,,,,,
468,2026-07-14 20:32:18,5,6,6,6,6,1,,,,,,3afc72e9-9d13-48b7-9d6c-cebd095bb5c3,wEO-wRAM,10.10,,,,,,,,,,,
469,2026-07-13 16:40:35,4,7,7,7,7,1,,It felt like the score and the answer were somewhat reversed.,"It didn't affect me — if anything, it made me think.","Improving health and gaining vitality — positive wording feels better than negative-outcome framing, which feels ominous.","None, thank you.",47c47cbf-ec04-40cb-8e55-5044651e828c,woEO-wRAM,17.40,,,,,,,,,,,
470,2026-07-13 18:27:01,6,5,5,5,5,1,,No particular thoughts.,No,No,No,2ba0790c-6b90-4a68-adee-a7ea273a3f30,wEO-wRAM,8.80,,,,,,,,,,,
471,2026-07-22 0:09:25,6,7,7,7,7,1,,,,,,435702e8-b27a-45de-a150-7fdb924ea4c0,woEO-wRAM,7.53,,,,,,,,,,,
472,2026-07-13 19:21:18,5,5,5,5,5,1,,No,Yes — I'm less used to the slider-plus-checkmark approach.,"Both positive and negative — not getting sick and not seeing the doctor saves me money and time. On the positive side, more and more people care about fitness these days, and I use that to remind myself to watch my diet and exercise more.","For that question about drinking beverages other than water over 7 days — if I picked a low score, does that mean a low health index? Did I misunderstand?",da64aeff-0e15-4033-84f7-8c4949fc63dd,woEO-woRAM,16.65,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
